Date,Category,Amount,Description
2023-06-13,Healthcare,4946.56,Healthcare expense
2023-12-28,Groceries,2619.53,Groceries expense
2023-09-25,Subscriptions,4618.4,Subscriptions expense
2024-02-25,Shopping,9801.32,Shopping expense
2024-05-10,Subscriptions,4951.55,Subscriptions expense
2023-12-20,Travel,3321.08,Travel expense
2023-11-28,Healthcare,6352.34,Healthcare expense
2023-12-03,Groceries,2439.45,Groceries expense
2024-04-14,Education,804.84,Education expense
2023-06-11,Utilities,1332.35,Utilities expense
2023-10-22,Education,1324.06,Education expense
2023-09-14,Transport,1561.43,Transport expense
2023-10-28,Travel,1431.33,Travel expense
2023-10-26,Shopping,6426.7,Shopping expense
2023-07-10,Utilities,1859.71,Utilities expense
2023-11-22,Rent,3489.39,Rent expense
2024-03-18,Healthcare,8973.04,Healthcare expense
2024-03-15,Healthcare,4765.92,Healthcare expense
2024-05-25,Healthcare,6692.2,Healthcare expense
2023-10-23,Groceries,1764.58,Groceries expense
2023-11-17,Shopping,1963.28,Shopping expense
2024-04-19,Travel,456.64,Travel expense
2024-03-14,Miscellaneous,1730.9,Miscellaneous expense
2024-02-23,Dining,2821.97,Dining expense
2023-09-25,Transport,1811.25,Transport expense
2023-06-24,Groceries,932.59,Groceries expense
2023-06-02,Subscriptions,1250.33,Subscriptions expense
2023-06-15,Groceries,4634.75,Groceries expense
2024-03-10,Shopping,2103.02,Shopping expense
2023-06-30,Travel,3674.49,Travel expense
2023-09-17,Travel,5059.0,Travel expense
2024-05-15,Transport,6919.43,Transport expense
2024-01-01,Transport,441.16,Transport expense
2024-03-26,Subscriptions,8004.13,Subscriptions expense
2023-08-28,Shopping,6297.61,Shopping expense
2024-03-08,Entertainment,863.5,Entertainment expense
2023-10-02,Entertainment,8742.11,Entertainment expense
2023-06-17,Education,9212.68,Education expense
2024-04-26,Dining,657.73,Dining expense
2024-03-18,Rent,2804.93,Rent expense
2024-05-05,Shopping,8071.7,Shopping expense
2024-05-16,Shopping,7495.18,Shopping expense
2024-04-19,Travel,1885.98,Travel expense
2024-02-11,Education,2133.03,Education expense
2024-03-16,Healthcare,3736.2,Healthcare expense
2023-07-02,Groceries,4871.0,Groceries expense
2024-04-21,Utilities,6201.63,Utilities expense
2023-10-25,Education,3720.69,Education expense
2024-05-29,Shopping,4652.22,Shopping expense
2024-03-02,Miscellaneous,7487.34,Miscellaneous expense
2023-11-16,Rent,415.0,Rent expense
2023-06-17,Rent,2561.75,Rent expense
2023-12-09,Subscriptions,7147.83,Subscriptions expense
2024-01-22,Transport,8957.31,Transport expense
2024-01-11,Miscellaneous,5141.19,Miscellaneous expense
2023-07-14,Healthcare,5344.53,Healthcare expense
2024-02-16,Entertainment,1116.36,Entertainment expense
2024-04-11,Rent,4501.75,Rent expense
2023-06-26,Entertainment,5349.54,Entertainment expense
2024-05-13,Subscriptions,2462.58,Subscriptions expense
2023-12-20,Subscriptions,2728.97,Subscriptions expense
2023-07-27,Utilities,3803.98,Utilities expense
2024-04-22,Education,249.71,Education expense
2023-07-18,Entertainment,3254.69,Entertainment expense
2024-04-09,Utilities,2153.91,Utilities expense
2023-12-25,Transport,3308.6,Transport expense
2024-04-17,Entertainment,1241.63,Entertainment expense
2023-08-21,Education,8910.75,Education expense
2023-10-14,Miscellaneous,5956.24,Miscellaneous expense
2023-10-22,Shopping,6807.07,Shopping expense
2023-08-15,Entertainment,7902.25,Entertainment expense
2024-02-24,Travel,5009.5,Travel expense
2023-06-15,Groceries,914.86,Groceries expense
2024-03-30,Groceries,5394.21,Groceries expense
2024-04-25,Dining,5889.07,Dining expense
2023-07-10,Travel,7467.12,Travel expense
2024-02-04,Utilities,4345.01,Utilities expense
2023-08-16,Utilities,1319.42,Utilities expense
2024-02-02,Entertainment,2873.57,Entertainment expense
2024-04-18,Subscriptions,3662.67,Subscriptions expense
2023-06-04,Healthcare,6476.88,Healthcare expense
2023-09-02,Utilities,5729.24,Utilities expense
2024-01-30,Entertainment,3593.16,Entertainment expense
2023-11-01,Transport,9865.83,Transport expense
2023-08-18,Transport,6077.46,Transport expense
2024-03-23,Shopping,2410.41,Shopping expense
2023-09-21,Rent,1062.74,Rent expense
2024-04-10,Entertainment,1570.95,Entertainment expense
2023-09-21,Education,2497.28,Education expense
2024-05-26,Subscriptions,1648.78,Subscriptions expense
2024-04-16,Entertainment,1906.34,Entertainment expense
2023-09-12,Utilities,2886.7,Utilities expense
2024-03-23,Shopping,1775.07,Shopping expense
2024-03-07,Transport,8972.82,Transport expense
2024-01-04,Miscellaneous,848.33,Miscellaneous expense
2023-09-09,Healthcare,5268.89,Healthcare expense
2024-05-01,Subscriptions,4133.45,Subscriptions expense
2023-11-13,Healthcare,9824.67,Healthcare expense
2024-02-06,Education,1164.79,Education expense
2023-09-21,Education,4008.66,Education expense
2024-05-16,Rent,9696.23,Rent expense
2023-07-27,Rent,8661.8,Rent expense
2023-08-19,Education,8179.87,Education expense
2023-06-28,Healthcare,2616.13,Healthcare expense
2023-07-07,Dining,1750.33,Dining expense
2024-02-05,Healthcare,6703.0,Healthcare expense
2024-03-01,Education,9297.29,Education expense
2023-10-30,Miscellaneous,5589.79,Miscellaneous expense
2023-07-25,Healthcare,5737.55,Healthcare expense
2023-11-08,Subscriptions,2835.79,Subscriptions expense
2024-05-06,Subscriptions,7706.45,Subscriptions expense
2024-04-08,Healthcare,1911.09,Healthcare expense
2024-05-29,Groceries,3270.61,Groceries expense
2023-12-03,Education,4283.09,Education expense
2024-01-07,Entertainment,5100.72,Entertainment expense
2023-12-06,Subscriptions,2461.98,Subscriptions expense
2024-03-27,Miscellaneous,1192.63,Miscellaneous expense
2023-06-02,Education,6125.67,Education expense
2024-05-24,Travel,2921.87,Travel expense
2023-12-12,Entertainment,5833.32,Entertainment expense
2024-05-23,Entertainment,1585.91,Entertainment expense
2024-04-24,Dining,4837.34,Dining expense
2024-02-06,Healthcare,5349.26,Healthcare expense
2023-07-31,Utilities,565.64,Utilities expense
2024-03-23,Utilities,3399.21,Utilities expense
2023-06-04,Miscellaneous,1387.43,Miscellaneous expense
2024-04-13,Entertainment,680.58,Entertainment expense
2023-10-26,Education,9900.1,Education expense
2023-10-06,Healthcare,3257.42,Healthcare expense
2023-07-25,Groceries,8108.25,Groceries expense
2024-01-05,Education,2583.67,Education expense
2023-09-21,Dining,6830.95,Dining expense
2024-05-02,Entertainment,7614.27,Entertainment expense
2023-09-21,Subscriptions,5976.61,Subscriptions expense
2023-11-01,Miscellaneous,4742.18,Miscellaneous expense
2024-03-31,Rent,4147.82,Rent expense
2024-05-31,Entertainment,3521.24,Entertainment expense
2024-01-18,Subscriptions,9298.81,Subscriptions expense
2024-04-04,Dining,8314.66,Dining expense
2023-06-22,Entertainment,9652.02,Entertainment expense
2023-07-13,Groceries,1286.76,Groceries expense
2023-10-10,Dining,7322.13,Dining expense
2023-11-05,Shopping,9386.49,Shopping expense
2023-09-21,Shopping,1853.27,Shopping expense
2023-11-12,Healthcare,711.64,Healthcare expense
2024-04-17,Utilities,7424.15,Utilities expense
2024-01-05,Shopping,5766.01,Shopping expense
2023-12-15,Rent,8426.2,Rent expense
2023-10-03,Dining,1440.74,Dining expense
2024-02-04,Dining,7962.91,Dining expense
2024-02-20,Entertainment,2056.19,Entertainment expense
2024-04-06,Education,1678.38,Education expense
2023-06-06,Dining,1684.44,Dining expense
2023-09-24,Education,8155.02,Education expense
2023-07-09,Shopping,6668.71,Shopping expense
2023-10-09,Rent,5254.5,Rent expense
2023-06-11,Healthcare,3620.36,Healthcare expense
2023-06-09,Healthcare,8778.15,Healthcare expense
2023-08-04,Travel,3954.83,Travel expense
2023-11-23,Groceries,8175.16,Groceries expense
2023-11-30,Entertainment,4419.39,Entertainment expense
2023-10-26,Entertainment,3800.6,Entertainment expense
2024-03-08,Entertainment,4653.66,Entertainment expense
2023-09-03,Groceries,3048.71,Groceries expense
2023-11-10,Travel,7488.71,Travel expense
2023-08-10,Rent,5052.07,Rent expense
2024-03-23,Dining,2360.52,Dining expense
2024-04-16,Subscriptions,9000.77,Subscriptions expense
2023-11-04,Rent,3869.72,Rent expense
2023-09-18,Rent,5458.35,Rent expense
2023-08-09,Subscriptions,9069.4,Subscriptions expense
2023-08-12,Transport,6261.17,Transport expense
2023-09-22,Travel,1213.14,Travel expense
2024-02-17,Miscellaneous,9401.33,Miscellaneous expense
2023-12-10,Travel,6295.7,Travel expense
2024-04-15,Groceries,3382.31,Groceries expense
2024-05-31,Dining,1435.76,Dining expense
2024-01-15,Entertainment,7950.55,Entertainment expense
2024-03-17,Travel,6219.72,Travel expense
2023-11-01,Shopping,5357.94,Shopping expense
2024-04-27,Utilities,8944.23,Utilities expense
2024-05-16,Dining,7896.54,Dining expense
2023-09-28,Healthcare,1559.17,Healthcare expense
2023-12-18,Shopping,3151.63,Shopping expense
2024-02-17,Miscellaneous,2522.47,Miscellaneous expense
2024-02-18,Utilities,7452.27,Utilities expense
2024-05-17,Entertainment,383.65,Entertainment expense
2024-02-04,Shopping,5720.4,Shopping expense
2023-09-11,Education,7636.46,Education expense
2023-10-13,Rent,8773.82,Rent expense
2024-05-28,Travel,3453.71,Travel expense
2024-05-07,Groceries,8221.51,Groceries expense
2024-05-07,Subscriptions,1150.79,Subscriptions expense
2023-12-30,Shopping,8472.2,Shopping expense
2023-12-01,Travel,1318.51,Travel expense
2024-05-29,Travel,4003.01,Travel expense
2023-08-10,Travel,7983.09,Travel expense
2024-03-17,Rent,1541.68,Rent expense
2023-09-18,Dining,2331.05,Dining expense
2023-06-12,Miscellaneous,7236.41,Miscellaneous expense
2023-07-25,Utilities,7214.36,Utilities expense
2024-02-10,Utilities,6429.42,Utilities expense
2024-04-26,Miscellaneous,6954.79,Miscellaneous expense
2023-10-01,Utilities,5450.11,Utilities expense
2023-06-26,Education,2555.4,Education expense
2023-10-23,Groceries,3489.68,Groceries expense
2024-05-24,Transport,1856.9,Transport expense
2023-10-14,Rent,9089.08,Rent expense
2023-11-08,Utilities,5854.75,Utilities expense
2024-05-02,Healthcare,4038.47,Healthcare expense
2024-01-15,Miscellaneous,4646.96,Miscellaneous expense
2023-07-07,Entertainment,9475.47,Entertainment expense
2023-08-01,Miscellaneous,1575.85,Miscellaneous expense
2023-09-08,Rent,5882.99,Rent expense
2023-09-10,Education,5083.59,Education expense
2024-02-18,Groceries,6133.97,Groceries expense
2023-11-09,Utilities,230.2,Utilities expense
2024-04-05,Subscriptions,8727.63,Subscriptions expense
2024-04-16,Dining,9324.58,Dining expense
2023-09-08,Groceries,5673.08,Groceries expense
2024-05-19,Entertainment,6981.68,Entertainment expense
2023-07-18,Groceries,9228.87,Groceries expense
2023-12-02,Rent,7087.02,Rent expense
2023-09-05,Groceries,1567.76,Groceries expense
2023-10-16,Dining,5784.07,Dining expense
2023-10-04,Groceries,6086.81,Groceries expense
2023-07-11,Transport,4270.1,Transport expense
2023-11-25,Miscellaneous,7377.62,Miscellaneous expense
2024-01-26,Utilities,9346.95,Utilities expense
2023-10-04,Healthcare,9259.41,Healthcare expense
2023-06-05,Dining,4535.85,Dining expense
2023-07-13,Miscellaneous,1176.72,Miscellaneous expense
2023-09-15,Healthcare,9849.17,Healthcare expense
2023-08-27,Education,8397.04,Education expense
2023-09-23,Shopping,1290.39,Shopping expense
2024-02-02,Travel,9212.38,Travel expense
2023-07-06,Utilities,8705.47,Utilities expense
2023-07-21,Transport,5212.44,Transport expense
2023-10-19,Travel,5933.19,Travel expense
2024-04-26,Transport,4020.08,Transport expense
2024-03-14,Education,594.88,Education expense
2023-08-06,Education,3385.21,Education expense
2024-01-06,Healthcare,8038.39,Healthcare expense
2024-01-28,Transport,96.09,Transport expense
2024-01-06,Rent,3368.32,Rent expense
2024-03-18,Travel,4011.78,Travel expense
2023-08-20,Dining,5397.09,Dining expense
2024-04-06,Rent,9202.56,Rent expense
2024-02-17,Miscellaneous,3496.14,Miscellaneous expense
2024-05-08,Education,3502.18,Education expense
2023-10-27,Subscriptions,7388.14,Subscriptions expense
2023-10-30,Rent,4549.57,Rent expense
2023-12-24,Groceries,2284.82,Groceries expense
2024-04-15,Groceries,4551.77,Groceries expense
2023-07-19,Dining,1451.53,Dining expense
2024-03-17,Entertainment,1805.05,Entertainment expense
2024-03-11,Healthcare,5008.76,Healthcare expense
2024-02-28,Rent,4218.31,Rent expense
2024-05-11,Rent,9152.72,Rent expense
2024-05-27,Subscriptions,3655.82,Subscriptions expense
2024-02-12,Miscellaneous,5826.85,Miscellaneous expense
2023-10-16,Transport,6341.03,Transport expense
2024-01-25,Utilities,180.29,Utilities expense
2023-07-22,Dining,6652.2,Dining expense
2024-05-26,Education,1821.46,Education expense
2024-03-14,Utilities,9612.65,Utilities expense
2023-11-25,Groceries,1529.19,Groceries expense
2024-05-01,Healthcare,4175.51,Healthcare expense
2024-01-03,Miscellaneous,899.23,Miscellaneous expense
2023-10-27,Groceries,9968.9,Groceries expense
2024-05-18,Rent,5046.84,Rent expense
2024-04-29,Education,5974.08,Education expense
2024-01-15,Dining,717.41,Dining expense
2023-07-31,Utilities,7512.11,Utilities expense
2024-01-08,Education,2138.56,Education expense
2023-10-24,Transport,8985.64,Transport expense
2023-08-08,Healthcare,2091.14,Healthcare expense
2023-08-04,Travel,1947.34,Travel expense
2024-03-30,Shopping,413.67,Shopping expense
2023-06-02,Shopping,4747.07,Shopping expense
2024-01-19,Subscriptions,5670.17,Subscriptions expense
2023-12-08,Miscellaneous,703.8,Miscellaneous expense
2024-02-23,Entertainment,7766.5,Entertainment expense
2024-01-13,Healthcare,4560.22,Healthcare expense
2024-03-10,Utilities,5267.68,Utilities expense
2023-07-28,Healthcare,4435.59,Healthcare expense
2023-09-13,Rent,4037.59,Rent expense
2024-02-17,Utilities,5618.42,Utilities expense
2023-12-15,Subscriptions,1594.64,Subscriptions expense
2023-06-27,Healthcare,1860.18,Healthcare expense
2023-08-06,Subscriptions,8624.77,Subscriptions expense
2023-10-20,Dining,9463.85,Dining expense
2023-09-21,Education,3764.43,Education expense
2023-09-10,Subscriptions,2743.91,Subscriptions expense
2023-07-25,Education,6457.8,Education expense
2023-06-07,Entertainment,4116.91,Entertainment expense
2024-03-31,Groceries,302.59,Groceries expense
2023-09-12,Travel,1603.72,Travel expense
2024-03-03,Miscellaneous,7173.92,Miscellaneous expense
2024-04-17,Travel,6606.29,Travel expense
2024-04-16,Healthcare,319.61,Healthcare expense
2023-09-21,Utilities,2258.62,Utilities expense
2024-03-07,Utilities,2349.19,Utilities expense
2024-03-10,Entertainment,6735.33,Entertainment expense
2024-05-06,Shopping,246.12,Shopping expense
2024-02-28,Subscriptions,1085.88,Subscriptions expense
2023-12-30,Entertainment,8009.17,Entertainment expense
2024-04-21,Travel,1826.52,Travel expense
2024-01-03,Subscriptions,6544.82,Subscriptions expense
2024-02-13,Miscellaneous,2419.92,Miscellaneous expense
2024-05-30,Healthcare,1039.44,Healthcare expense
2024-02-24,Utilities,2469.56,Utilities expense
2024-03-05,Education,7236.56,Education expense
2024-02-20,Rent,8564.18,Rent expense
2024-04-25,Transport,8310.69,Transport expense
2024-01-03,Healthcare,4001.98,Healthcare expense
2023-12-22,Education,6697.45,Education expense
2023-09-04,Shopping,2089.59,Shopping expense
2023-06-28,Subscriptions,2966.82,Subscriptions expense
2024-05-17,Miscellaneous,8968.54,Miscellaneous expense
2023-07-09,Education,179.37,Education expense
2023-12-20,Travel,900.81,Travel expense
2023-12-12,Education,2118.47,Education expense
2024-02-14,Rent,314.0,Rent expense
2024-05-27,Rent,1855.28,Rent expense
2024-03-22,Shopping,5851.26,Shopping expense
2023-06-19,Miscellaneous,4243.17,Miscellaneous expense
2023-12-07,Dining,8932.08,Dining expense
2024-04-12,Entertainment,8183.56,Entertainment expense
2023-06-12,Education,3451.08,Education expense
2024-05-18,Dining,2631.26,Dining expense
2023-07-20,Miscellaneous,3827.94,Miscellaneous expense
2024-01-14,Utilities,5923.43,Utilities expense
2023-09-05,Transport,2717.23,Transport expense
2024-02-04,Shopping,6260.28,Shopping expense
2024-03-23,Miscellaneous,4123.65,Miscellaneous expense
2023-12-08,Travel,5542.87,Travel expense
2023-07-26,Entertainment,4389.46,Entertainment expense
2024-01-19,Groceries,2979.93,Groceries expense
2024-01-29,Entertainment,9487.11,Entertainment expense
2024-04-12,Transport,7647.88,Transport expense
2023-07-21,Entertainment,1444.13,Entertainment expense
2023-12-24,Entertainment,8691.26,Entertainment expense
2023-09-17,Travel,4899.94,Travel expense
2024-01-16,Shopping,8950.79,Shopping expense
2023-10-02,Groceries,8008.56,Groceries expense
2023-12-29,Miscellaneous,4280.87,Miscellaneous expense
2024-04-21,Dining,273.57,Dining expense
2023-09-25,Rent,2723.34,Rent expense
2023-09-05,Shopping,5439.26,Shopping expense
2023-07-06,Utilities,6353.11,Utilities expense
2023-06-11,Subscriptions,2615.98,Subscriptions expense
2023-10-29,Utilities,1436.59,Utilities expense
2024-03-03,Groceries,8357.56,Groceries expense
2023-06-05,Miscellaneous,9844.8,Miscellaneous expense
2023-11-27,Subscriptions,5280.62,Subscriptions expense
2024-02-20,Utilities,1758.21,Utilities expense
2024-02-05,Travel,2759.46,Travel expense
2024-05-05,Entertainment,232.99,Entertainment expense
2023-08-08,Entertainment,9147.27,Entertainment expense
2024-04-02,Dining,1221.62,Dining expense
2023-09-19,Miscellaneous,5786.34,Miscellaneous expense
2024-02-29,Rent,2776.85,Rent expense
2024-05-13,Subscriptions,5564.07,Subscriptions expense
2023-11-06,Dining,6531.63,Dining expense
2023-12-27,Transport,8305.93,Transport expense
2024-04-28,Education,2103.89,Education expense
2023-06-08,Transport,159.41,Transport expense
2023-08-16,Utilities,1412.01,Utilities expense
2024-01-20,Entertainment,9005.19,Entertainment expense
2024-05-31,Transport,8745.21,Transport expense
2023-08-17,Shopping,5994.26,Shopping expense
2023-10-26,Dining,6025.14,Dining expense
2023-07-19,Shopping,6667.11,Shopping expense
2023-08-21,Travel,1794.94,Travel expense
2023-12-25,Miscellaneous,9148.4,Miscellaneous expense
2023-07-02,Utilities,4216.77,Utilities expense
